"id";"bidding_table_titles_list";"bidding_table_items_list"
1010;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200253178.jhtml|0002200000066234|1|招投标文件智慧诊断模型研究|1|南方电网数字电网研究院招投标文件智慧诊断模型研究|/|自合同签订之日起至2020年12月31日|南方电网数字电网研究院有限公司|不收取|/|/"
1011;"网页链接|项目编号|序号|标段编号|标段名称|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200253179.jhtml|0002200000068517|1|1|云南电网物资有限公司|自合同签订之日起至|200|40000|"
1012;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价|分包序号|最大中标包数|招标文件收取费用（元）|保证金|是否特殊包|标的物描述";"https://www.bidding.csg.cn//zbgg/1200253188.jhtml|0002200000060897|1|天广高肇换流阀关键元件状态评估及性能优化|晶闸管机械及气候试验设备|80|3|/|不收取|10000|否|【晶闸管机械及气候试验设备】冲击试验装置、机械冲击碰撞试验台、喷雾器、恒温器各"
1013;"网页链接|项目编号|序号|标的名称|标段编号|标段名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200253214.jhtml|0002200000064180|1|/|/|深圳供电局有限公司|115|0.1178|合同签订日起至|变电管理二所|/|/|最高限价"
1014;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高投标费率( %)|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200253192.jhtml|0002200000068602|1|湛江供电局|1|湛江供电局|130|100|湛江供电局|200|不收取|湛江供电局管辖范围内项目使用林地可行性报告（含采伐设计）编制服务"
1015;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200253138.jhtml|0002200000067146|1|南方电网领导力测评体系的完善与应用|1|南方电网领导力测评体系的完善与应用|59|59|自合同生效之日起的|南网培训与评价中心人才评价处|本项目不收取|本项目不收取"
1016;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价(万元)|招标文件收取费用（元）|保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200253160.jhtml|0006200000068555|1|2020-2021年网络设备日常维修|01|2020-2021年网络设备日常维修|98|/|100|10000|"
1017;"网页链接|项目编号|序号|项目名称|标段计划采购金额（万元）|最高限价（万元）|计划工期|备注";"https://www.bidding.csg.cn//zbgg/1200253142.jhtml|没有项目编号|1|深圳供电局有限公司110千伏新桥二变电站工程施工招标|1886.22|1886.22|详见2.3|"
1018;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200253163.jhtml|0002200000066848|1|深圳供电局有限公司基于网格化的配网业务全链条精益化运营管理平台|090000KK52190094|深圳供电局有限公司基于网格化的配网业务全链条精益化运营管理平台|232.81|232.81|自合同签订之日起至|/|/|/|"
1019;"网页链接|项目编号|标段|标段名称|最大中标数量|项目总投资（万元）|最高限价（万元）|标书费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200253164.jhtml|0002200000067675|标段1|佛山110 千伏流潮站扩建第三台主变工程施工|1|824.49|136.23|200|10000"
1020;"网页链接|项目编号|标段|预计采购金额（万元）|最大中标数量|标段名称|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200253165.jhtml|0002200000068468|标段1|550.30|1|湛江供电局2020年第二批中低压配电网基建项目监理|200|10"
1021;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包号|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200253166.jhtml|0002200000068684|1|35kV|35kV|179.25|179.25|1|200|本项目无需保证金|"
1022;"网页链接|项目编号|标段|标段名称|最大中标数量|项目总投资（万元）|最高限价（万元）|标书费（元）|投标保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200253151.jhtml|0002200000066669|标段2|湛江供电局2020年中低压配电网预安排基建施工框架招标（二）（第二标段：麻章局）|1|1691.11|537.33|200|10"
1023;"网页链接|项目编号|标段|标段名称|最大中标数量|项目总投资（万元）|最高限价（万元）|标书费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200253152.jhtml|没有项目编号|标段|湛江供电局|1|6510.22 |1953.07|500|100000"
1024;"网页链接|项目编号|标段|预计采购金额（万元）|最大中标数量|标段名称|标书费（元）|保证金（元）";"https://www.bidding.csg.cn//zbgg/1200253131.jhtml|0002200000067745|标段1|273.51|1|茂名220千伏楼阁堂（陈村）输变电工程监理|200|10000"
1025;"网页链接|项目编号|标段|标段名称|最大中标数量|项目总投资（万元）|最高限价（万元）|标书费（元）|投标保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200253153.jhtml|0002200000065980|标段1|肇庆供电局|1|2290.20|687.06|200|10"
1026;"网页链接|项目编号|标段|标段名称|最大中标数量|项目总投资（万元）|最高限价（万元）|标书费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200253132.jhtml|没有项目编号|标段|湛江供电局|1|2678.25|803.47|200|100000"
1027;"网页链接|项目编号|标段|标段名称|最大中标数量|项目总投资（万元）|最高限价（万元）|标书费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200253154.jhtml|0002200000068469|标段1|湛江供电局|1|7194.02|2158.21|500|100000"
1028;"网页链接|项目编号|序号|标的名称|概算金额（万元）|标包号|标包名称|标包金额（万元）|标书费（元）|保证金（元）";"https://www.bidding.csg.cn//zbgg/1200253155.jhtml|0002200000067920|1|电网基建工程|700|1|梅州梅县110千伏新城输变电工程|250|200|/"
1029;"网页链接|项目编号|标段|标段名称|最大中标数量|项目总投资（万元）|最高限价（万元）|标书费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200253157.jhtml|0002200000068144|标段1|清远110千伏华英（英华）输变电工程施工|1|5273.7|1620.31|500|100000"
1030;"网页链接|项目编号|序号|标段名称|概算金额（万元）|最高投标费率|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200253158.jhtml|0002200000064889|1|第1标段：变电设备维修|300|100%|200|本项目不收取保证金"
1031;"网页链接|项目编号|开标地点|原内容|调整后内容";"https://www.bidding.csg.cn//zbgg/1200253059.jhtml|没有项目编号|开标地点：广州市越秀区寺右一马路2号大院2号楼6层 评标一室（珠江宾馆内）|开标地点：广州市越秀区寺右一马路2号大院2号楼4层 419多功能会议室（珠江宾馆内）"
1032;"网页链接|项目编号|开标地点|原内容|调整后内容";"https://www.bidding.csg.cn//zbgg/1200253060.jhtml|没有项目编号|开标地点：广州市越秀区寺右一马路2号大院2号楼6层 评标一室（珠江宾馆内）|开标地点：广州市越秀区寺右一马路2号大院2号楼4层 419多功能会议室（珠江宾馆内）"
1033;"网页链接|项目编号|开标地点|原内容|调整后内容";"https://www.bidding.csg.cn//zbgg/1200253061.jhtml|没有项目编号|开标地点：广州市越秀区寺右一马路2号大院2号楼6层 评标一室（珠江宾馆内）|开标地点：广州市越秀区寺右一马路2号大院2号楼4层 419多功能会议室（珠江宾馆内）"
1034;"网页链接|项目编号|开标地点|原内容|调整后内容";"https://www.bidding.csg.cn//zbgg/1200253062.jhtml|没有项目编号|开标地点：广州市越秀区寺右一马路2号大院2号楼6层 评标一室（珠江宾馆内）|开标地点：广州市越秀区寺右一马路2号大院2号楼5层多功能2室（珠江宾馆内）"
1035;"网页链接|项目编号|序号|标的名称|标段名称|标段范围|预计金额(万元)|最高投标费率(%)|工期|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200253083.jhtml|0002200000066093|1|广东电网有限责任公司湛江供电局2020年20kV及以下配网技改修理项目（含应急）施工（B2类项目）框架招标（徐闻、雷州）|广东电网有限责任公司湛江供电局2020年20kV及以下配网技改修理项目（含应急）施工（B2类项目）框架招标（徐闻、雷州）（第2标段）|徐闻供电局新寮、和安、下桥、曲界、前山、下洋、锦和、海安等8个供电所|1100|100|计划开工日期：合同签订生效之日，计划竣工日期：2020年12月15日前完成（具体以开工报告、竣工报告为准）。|500|10"
1036;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价/|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200253086.jhtml|0002200000065400|1|云南电网有限责任公司昆明供电局|1|云南电网有限责任公司昆明供电局|50|0.95|自合同签订之日起至|100|5000|本次为框架招标，采用单价报价，最高限价为"
1037;"网页链接|项目编号|序号|品类|标的|概算金额（万元）|最大中标数量|标包号|标包名称|中标比例|标包金额（万元）|工期|最高限价(万元)|招标文件收取费用（元）|保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200253106.jhtml|0002200000068272|1|数据网路由器|数据网路由器|300|1|1|标包1|100%|300|/|/|无|40000|"
1038;"网页链接|项目编号|序号|标包|采购容量预估（MWp）|备注";"https://www.bidding.csg.cn//zbgg/1200253109.jhtml|0002200000068595|1|单晶硅组件|56.86|"
1039;"网页链接|项目编号|项目建设单位|序号|品类|标的|概算金额（万元）|最大中标数量|标包号|标包名称|中标比例|标包金额（万元）|工期|招标文件收取费用（元）|保证金(元)|最高限价(万元)";"https://www.bidding.csg.cn//zbgg/1200253095.jhtml|0002200000068180|广东电网有限责任公司广州供电局|1|物资目录结构/二级物资目录/2020年框架采购目录/配网类/10kV户外负荷型跌落式熔断器|10kV户外负荷型跌落式熔断器|147.59|1|1|标包1|100%|147.59|/|不收取|10000|/"
1040;"网页链接|项目编号|序号|项目名称|标段号|标段名称|区域|预测金额（万元）|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200253038.jhtml|0002200000065881|1|广东电网有限责任公司珠海供电局2020年中低压配电网前期计划项目可行性研究以及勘察设计服务框架招标|标段1|标段1|横琴供电局2020年中低压配电网基建前期计划项目、业扩配套及紧急项目|1200|500|10"
1041;"网页链接|项目编号|序号|项目名称|标段号|标段名称|区域|预测金额（万元）|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200253039.jhtml|0002200000065931|1|潮州供电局2020年中低压配电网前期计划项目可行性研究以及勘察设计服务框架招标|标段1|潮州供电局2020年中低压配电网前期计划项目可行性研究以及勘察设计服务框架招标|潮州供电局2020年中低压配电网基建前期计划项目、业扩配套及紧急项目|1800|500|10"
1042;"网页链接|项目编号|标段|预计采购金额（万元）|最大中标数量|标段名称|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200253042.jhtml|0002200000066863|标段1|1098.06|1|阳江供电局2020年中低压配电网新建常规基建、业扩、充电设施及紧急项目监理|500|10"
